index,Locality Name,buy_rate,buy_rate_trim,buy_rate_lower,buy_rate_higher,buy_rate_avg,Buy Rates Q/Q,Rent_1B,Rent_1B_trim,Rent_1B_Lower,Rent_1B_Upper,Rent_1B_avg,Rent_1B_persqf,Rent_2B,Rent_2B_trim,Rent_2B_Lower,Rent_2B_Upper,Rent_2B_avg,Rent_2B_persqf,Rent_3B,Rent_3B_trim,Rent_3B_Lower,Rent_3B_Upper,Rent_3B_avg,Rent_3B_persqf,Latitude,Longitude
144,J B Nagar,"Rs.17,085 - 19,338/sq. ft.","17,085 - 19,338",17085.0,19338.0,18211.5,0.69%,"Rs.24,544 - 26,775","24,544 - 26,775",24544.0,26775.0,25659.5,141%,"Rs.37,952 - 44,412","37,952 - 44,412",37952.0,44412.0,41182.0,226%,,,,,,,19.11203595,72.8676217487513
145,Jacob Circle,"Rs.41,140 - 47,642/sq. ft.","41,140 - 47,642",41140.0,47642.0,44391.0,,,,,,,,"Rs.1,23,831 - 1,39,182","1,23,831 - 1,39,182",123831.0,139182.0,131506.5,296%,"Rs.1,86,405 - 2,10,970","1,86,405 - 2,10,970",186405.0,210970.0,198687.5,448%,18.9810298,72.8267863190855
146,Jadhav Colony,"Rs.3,060 - 3,485/sq. ft.","3,060 - 3,485",3060.0,3485.0,3272.5,,,,,,,,,,,,,,,,,,,,18.9605362,72.8356401
147,Jagdusha Nagar,"Rs.13,982 - 15,342/sq. ft.","13,982 - 15,342",13982.0,15342.0,14662.0,,"Rs.16,065 - 18,742","16,065 - 18,742",16065.0,18742.0,17403.5,119%,,,,,,,,,,,,,19.0949344,72.9088515
148,Jankalyan Nagar,"Rs.11,560 - 13,260/sq. ft.","11,560 - 13,260",11560.0,13260.0,12410.0,2.11%,"Rs.16,541 - 18,431","16,541 - 18,431",16541.0,18431.0,17486.0,141%,"Rs.22,924 - 25,981","22,924 - 25,981",22924.0,25981.0,24452.5,197%,,,,,,,19.1173138,72.9366231
149,Jawahar Nagar,"Rs.15,130 - 17,680/sq. ft.","15,130 - 17,680",15130.0,17680.0,16405.0,7.08%,"Rs.16,906 - 21,675","16,906 - 21,675",16906.0,21675.0,19290.5,118%,"Rs.26,732 - 30,345","26,732 - 30,345",26732.0,30345.0,28538.5,174%,,,,,,,19.1607297,72.8475308
150,Jay Prakash Nagar,"Rs.15,938 - 17,552/sq. ft.","15,938 - 17,552",15938.0,17552.0,16745.0,,"Rs.18,700 - 21,505","18,700 - 21,505",18700.0,21505.0,20102.5,120%,"Rs.27,455 - 31,068","27,455 - 31,068",27455.0,31068.0,29261.5,175%,,,,,,,19.1623,72.8513
151,Jeejamata Nagar,"Rs.11,432 - 12,282/sq. ft.","11,432 - 12,282",11432.0,12282.0,11857.0,0.36%,,,,,,,"Rs.24,553 - 28,330","24,553 - 28,330",24553.0,28330.0,26441.5,223%,"Rs.32,531 - 35,034","32,531 - 35,034",32531.0,35034.0,33782.5,285%,18.9921077,72.8195317
152,Jesal Park,"Rs.8,160 - 9,690/sq. ft.","8,160 - 9,690",8160.0,9690.0,8925.0,,,,,,,,,,,,,,,,,,,,,
153,Jijamata Nagar,"Rs.11,178 - 12,410/sq. ft.","11,178 - 12,410",11178.0,12410.0,11794.0,-9.03%,,,,,,,"Rs.24,378 - 27,425","24,378 - 27,425",24378.0,27425.0,25901.5,220%,"Rs.34,595 - 45,602","34,595 - 45,602",34595.0,45602.0,40098.5,340%,19.09396185,72.89462495
154,Jogeshwari (East),"Rs.17,765 - 22,950/sq. ft.","17,765 - 22,950",17765.0,22950.0,20357.5,,"Rs.22,908 - 26,648","22,908 - 26,648",22908.0,26648.0,24778.0,122%,"Rs.39,950 - 44,200","39,950 - 44,200",39950.0,44200.0,42075.0,207%,"Rs.58,851 - 65,390","58,851 - 65,390",58851.0,65390.0,62120.5,305%,19.1369889,72.8649418
155,Jogeshwari (West),"Rs.14,450 - 16,915/sq. ft.","14,450 - 16,915",14450.0,16915.0,15682.5,0.82%,"Rs.20,102 - 22,440","20,102 - 22,440",20102.0,22440.0,21271.0,136%,"Rs.32,300 - 41,182","32,300 - 41,182",32300.0,41182.0,36741.0,234%,,,,,,,19.136394,72.8373817
156,Joveli Gaon,"Rs.2,635 - 2,635/sq. ft.","2,635 - 2,635",2635.0,2635.0,2635.0,,,,,,,,,,,,,,,,,,,,,
157,Juchandra,"Rs.3,825 - 4,420/sq. ft.","3,825 - 4,420",3825.0,4420.0,4122.5,6.67%,,,,,,,,,,,,,,,,,,,,
158,Juhu,"Rs.31,875 - 39,610/sq. ft.","31,875 - 39,610",31875.0,39610.0,35742.5,0.12%,"Rs.32,120 - 37,873","32,120 - 37,873",32120.0,37873.0,34996.5,98%,"Rs.60,350 - 79,900","60,350 - 79,900",60350.0,79900.0,70125.0,196%,"Rs.1,31,782 - 1,58,435","1,31,782 - 1,58,435",131782.0,158435.0,145108.5,406%,19.1070215,72.8275275
159,Juhu Scheme,"Rs.28,475 - 37,315/sq. ft.","28,475 - 37,315",28475.0,37315.0,32895.0,,,,,,,,,,,,,,"Rs.1,29,486 - 1,59,253","1,29,486 - 1,59,253",129486.0,159253.0,144369.5,439%,,
160,Jui Nagar,"Rs.8,288 - 10,412/sq. ft.","8,288 - 10,412",8288.0,10412.0,9350.0,5.12%,,,,,,,,,,,,,,,,,,,,
161,JVLR,"Rs.15,938 - 20,698/sq. ft.","15,938 - 20,698",15938.0,20698.0,18318.0,,"Rs.21,926 - 24,318","21,926 - 24,318",21926.0,24318.0,23122.0,126%,"Rs.39,950 - 45,050","39,950 - 45,050",39950.0,45050.0,42500.0,232%,,,,,,,19.1239859,72.9126221
162,JVPD,"Rs.35,700 - 43,052/sq. ft.","35,700 - 43,052",35700.0,43052.0,39376.0,4.25%,,,,,,,,,,,,,"Rs.1,40,828 - 1,63,064","1,40,828 - 1,63,064",140828.0,163064.0,151946.0,386%,19.1163753,72.8292327174062
163,Kailash Nagar,"Rs.9,350 - 10,285/sq. ft.","9,350 - 10,285",9350.0,10285.0,9817.5,0%,,,,,,,,,,,,,,,,,,,19.0383631,72.9190035
164,Kajupada,"Rs.10,285 - 11,092/sq. ft.","10,285 - 11,092",10285.0,11092.0,10688.5,-8.55%,,,,,,,,,,,,,,,,,,,,
165,Kalamboli,"Rs.6,035 - 6,672/sq. ft.","6,035 - 6,672",6035.0,6672.0,6353.5,1.36%,"Rs.7,556 - 9,176","7,556 - 9,176",7556.0,9176.0,8366.0,132%,"Rs.10,271 - 11,983","10,271 - 11,983",10271.0,11983.0,11127.0,175%,"Rs.11,516 - 13,435","11,516 - 13,435",11516.0,13435.0,12475.5,196%,19.0358309,73.1034796
166,Kalher,"Rs.2,975 - 3,400/sq. ft.","2,975 - 3,400",2975.0,3400.0,3187.5,-12.5%,,,,,,,,,,,,,,,,,,,,
167,Kalina,"Rs.17,510 - 20,825/sq. ft.","17,510 - 20,825",17510.0,20825.0,19167.5,4.13%,"Rs.28,988 - 34,986","28,988 - 34,986",28988.0,34986.0,31987.0,167%,"Rs.40,185 - 49,283","40,185 - 49,283",40185.0,49283.0,44734.0,233%,"Rs.65,280 - 75,480","65,280 - 75,480",65280.0,75480.0,70380.0,367%,19.079273,72.8612672
168,Kalu Nagar,"Rs.5,142 - 6,078/sq. ft.","5,142 - 6,078",5142.0,6078.0,5610.0,,,,,,,,,,,,,,,,,,,,19.0062759,72.8191253
169,Kalwa,"Rs.7,565 - 8,500/sq. ft.","7,565 - 8,500",7565.0,8500.0,8032.5,1.06%,"Rs.10,540 - 12,121","10,540 - 12,121",10540.0,12121.0,11330.5,141%,"Rs.13,424 - 15,793","13,424 - 15,793",13424.0,15793.0,14608.5,182%,,,,,,,,
170,Kalwa,"Rs.6,800 - 7,862/sq. ft.","6,800 - 7,862",6800.0,7862.0,7331.0,7.32%,,,,,,,,,,,,,,,,,,,,
171,Kalyan (East),"Rs.4,590 - 5,695/sq. ft.","4,590 - 5,695",4590.0,5695.0,5142.5,-0.83%,,,,,,,,,,,,,,,,,,,19.1378919,72.8106677822975
172,Kalyan (West),"Rs.5,270 - 6,120/sq. ft.","5,270 - 6,120",5270.0,6120.0,5695.0,0.75%,"Rs.6,630 - 7,650","6,630 - 7,650",6630.0,7650.0,7140.0,125%,"Rs.10,663 - 12,304","10,663 - 12,304",10663.0,12304.0,11483.5,202%,,,,,,,19.1378919,72.8106677822975
173,Kamothe,"Rs.6,375 - 7,140/sq. ft.","6,375 - 7,140",6375.0,7140.0,6757.5,1.28%,"Rs.7,599 - 8,612","7,599 - 8,612",7599.0,8612.0,8105.5,120%,"Rs.10,973 - 12,661","10,973 - 12,661",10973.0,12661.0,11817.0,175%,"Rs.13,709 - 15,994","13,709 - 15,994",13709.0,15994.0,14851.5,220%,19.0164338,73.0806552
174,Kanakia Park,"Rs.7,310 - 8,160/sq. ft.","7,310 - 8,160",7310.0,8160.0,7735.0,3.41%,"Rs.8,925 - 10,710","8,925 - 10,710",8925.0,10710.0,9817.5,127%,"Rs.13,296 - 16,989","13,296 - 16,989",13296.0,16989.0,15142.5,196%,,,,,,,19.2076704,72.8647934891245
175,Kanchpada,"Rs.17,892 - 19,720/sq. ft.","17,892 - 19,720",17892.0,19720.0,18806.0,,"Rs.21,802 - 27,616","21,802 - 27,616",21802.0,27616.0,24709.0,131%,,,,,,,,,,,,,,
176,Kandarpada,"Rs.12,665 - 14,918/sq. ft.","12,665 - 14,918",12665.0,14918.0,13791.5,-6.29%,"Rs.13,954 - 14,826","13,954 - 14,826",13954.0,14826.0,14390.0,104%,"Rs.20,018 - 22,686","20,018 - 22,686",20018.0,22686.0,21352.0,155%,,,,,,,,
177,Kandivali (East),"Rs.13,982 - 16,405/sq. ft.","13,982 - 16,405",13982.0,16405.0,15193.5,13.02%,"Rs.16,376 - 18,962","16,376 - 18,962",16376.0,18962.0,17669.0,116%,,,,,,,,,,,,,19.2102005,72.8648909
178,Kandivali (West),"Rs.13,090 - 16,575/sq. ft.","13,090 - 16,575",13090.0,16575.0,14832.5,0.29%,"Rs.15,976 - 18,714","15,976 - 18,714",15976.0,18714.0,17345.0,117%,"Rs.21,981 - 25,644","21,981 - 25,644",21981.0,25644.0,23812.5,161%,"Rs.38,097 - 42,330","38,097 - 42,330",38097.0,42330.0,40213.5,271%,19.2083801,72.842227
179,Kanjur Marg (East),"Rs.12,070 - 14,535/sq. ft.","12,070 - 14,535",12070.0,14535.0,13302.5,1.3%,"Rs.19,635 - 22,440","19,635 - 22,440",19635.0,22440.0,21037.5,158%,"Rs.35,734 - 39,307","35,734 - 39,307",35734.0,39307.0,37520.5,282%,"Rs.54,300 - 58,477","54,300 - 58,477",54300.0,58477.0,56388.5,424%,,
180,Kanjur Marg (west),"Rs.12,580 - 14,748/sq. ft.","12,580 - 14,748",12580.0,14748.0,13664.0,-5.34%,"Rs.23,371 - 26,354","23,371 - 26,354",23371.0,26354.0,24862.5,182%,"Rs.36,550 - 40,800","36,550 - 40,800",36550.0,40800.0,38675.0,283%,"Rs.52,190 - 60,018","52,190 - 60,018",52190.0,60018.0,56104.0,411%,,
181,Kannamwar Nagar I,"Rs.10,795 - 13,302/sq. ft.","10,795 - 13,302",10795.0,13302.0,12048.5,,,,,,,,,,,,,,,,,,,,19.113294,72.9351762
182,Kannamwar Nagar II,"Rs.11,645 - 15,598/sq. ft.","11,645 - 15,598",11645.0,15598.0,13621.5,,"Rs.12,928 - 14,918","12,928 - 14,918",12928.0,14918.0,13923.0,102%,,,,,,,,,,,,,19.1168383,72.9401198
183,Kapurbawadi,"Rs.9,945 - 11,815/sq. ft.","9,945 - 11,815",9945.0,11815.0,10880.0,8.26%,"Rs.13,685 - 15,327","13,685 - 15,327",13685.0,15327.0,14506.0,133%,"Rs.19,380 - 21,802","19,380 - 21,802",19380.0,21802.0,20591.0,189%,"Rs.25,112 - 31,390","25,112 - 31,390",25112.0,31390.0,28251.0,260%,,
184,Karanjade,"Rs.4,972 - 5,610/sq. ft.","4,972 - 5,610",4972.0,5610.0,5291.0,-2.38%,"Rs.4,406 - 5,386","4,406 - 5,386",4406.0,5386.0,4896.0,93%,,,,,,,,,,,,,,
185,Karave Nagar,"Rs.11,985 - 14,492/sq. ft.","11,985 - 14,492",11985.0,14492.0,13238.5,-10.95%,,,,,,,"Rs.30,855 - 38,335","30,855 - 38,335",30855.0,38335.0,34595.0,261%,"Rs.38,786 - 47,404","38,786 - 47,404",38786.0,47404.0,43095.0,326%,,
186,Karjat,"Rs.2,975 - 3,485/sq. ft.","2,975 - 3,485",2975.0,3485.0,3230.0,-5%,,,,,,,,,,,,,,,,,,,,
187,Kasar Vadavali,"Rs.7,692 - 8,458/sq. ft.","7,692 - 8,458",7692.0,8458.0,8075.0,-0.52%,"Rs.9,775 - 11,241","9,775 - 11,241",9775.0,11241.0,10508.0,130%,"Rs.13,421 - 15,540","13,421 - 15,540",13421.0,15540.0,14480.5,179%,"Rs.18,727 - 21,848","18,727 - 21,848",18727.0,21848.0,20287.5,251%,,
188,Kasheli,"Rs.3,272 - 4,378/sq. ft.","3,272 - 4,378",3272.0,4378.0,3825.0,-9%,,,,,,,,,,,,,,,,,,,,
189,Kashimira,"Rs.6,418 - 7,480/sq. ft.","6,418 - 7,480",6418.0,7480.0,6949.0,-1.23%,,,,,,,"Rs.11,465 - 13,614","11,465 - 13,614",11465.0,13614.0,12539.5,180%,,,,,,,,
190,Katemanivali,"Rs.4,250 - 5,015/sq. ft.","4,250 - 5,015",4250.0,5015.0,4632.5,0.93%,,,,,,,,,,,,,,,,,,,,
191,Katrap,"Rs.3,272 - 3,825/sq. ft.","3,272 - 3,825",3272.0,3825.0,3548.5,0%,"Rs.3,213 - 4,284","3,213 - 4,284",3213.0,4284.0,3748.5,106%,"Rs.5,319 - 6,079","5,319 - 6,079",5319.0,6079.0,5699.0,161%,,,,,,,,
192,Kavesar,"Rs.8,712 - 9,605/sq. ft.","8,712 - 9,605",8712.0,9605.0,9158.5,1.9%,"Rs.11,832 - 12,818","11,832 - 12,818",11832.0,12818.0,12325.0,135%,"Rs.18,289 - 19,951","18,289 - 19,951",18289.0,19951.0,19120.0,209%,"Rs.22,950 - 26,392","22,950 - 26,392",22950.0,26392.0,24671.0,269%,,
193,Ketkipada,"Rs.8,288 - 10,412/sq. ft.","8,288 - 10,412",8288.0,10412.0,9350.0,0.45%,,,,,,,,,,,,,,,,,,,19.2560922,72.8748351
194,Khadakpada,"Rs.5,482 - 6,290/sq. ft.","5,482 - 6,290",5482.0,6290.0,5886.0,0%,"Rs.6,630 - 7,650","6,630 - 7,650",6630.0,7650.0,7140.0,121%,"Rs.10,575 - 12,202","10,575 - 12,202",10575.0,12202.0,11388.5,193%,,,,,,,,
195,Khalapur,"Rs.6,758 - 8,075/sq. ft.","6,758 - 8,075",6758.0,8075.0,7416.5,-1.18%,"Rs.8,160 - 10,200","8,160 - 10,200",8160.0,10200.0,9180.0,124%,"Rs.15,123 - 17,959","15,123 - 17,959",15123.0,17959.0,16541.0,223%,"Rs.20,536 - 24,386","20,536 - 24,386",20536.0,24386.0,22461.0,303%,18.7996882,73.2860473
196,Khanda Colony,"Rs.6,375 - 7,522/sq. ft.","6,375 - 7,522",6375.0,7522.0,6948.5,-0.61%,,,,,,,"Rs.11,475 - 13,005","11,475 - 13,005",11475.0,13005.0,12240.0,176%,,,,,,,,
197,Khandeshwar,"Rs.7,522 - 8,032/sq. ft.","7,522 - 8,032",7522.0,8032.0,7777.0,-1.08%,"Rs.9,256 - 9,771","9,256 - 9,771",9256.0,9771.0,9513.5,122%,"Rs.12,431 - 13,260","12,431 - 13,260",12431.0,13260.0,12845.5,165%,,,,,,,19.0073498,73.0952827
198,Khar,"Rs.33,235 - 38,250/sq. ft.","33,235 - 38,250",33235.0,38250.0,35742.5,-0.82%,"Rs.38,802 - 46,750","38,802 - 46,750",38802.0,46750.0,42776.0,120%,"Rs.69,700 - 85,000","69,700 - 85,000",69700.0,85000.0,77350.0,216%,"Rs.1,03,144 - 1,29,241","1,03,144 - 1,29,241",103144.0,129241.0,116192.5,325%,19.0724575,72.8337068
199,Khar West,"Rs.33,362 - 38,420/sq. ft.","33,362 - 38,420",33362.0,38420.0,35891.0,-0.82%,"Rs.38,802 - 46,750","38,802 - 46,750",38802.0,46750.0,42776.0,119%,"Rs.69,630 - 84,915","69,630 - 84,915",69630.0,84915.0,77272.5,215%,"Rs.1,03,426 - 1,29,594","1,03,426 - 1,29,594",103426.0,129594.0,116510.0,325%,19.0724575,72.8337068
200,Kharegaon,"Rs.6,035 - 7,990/sq. ft.","6,035 - 7,990",6035.0,7990.0,7012.5,3.13%,"Rs.9,775 - 10,752","9,775 - 10,752",9775.0,10752.0,10263.5,146%,,,,,,,,,,,,,,
201,Kharghar,"Rs.7,565 - 8,840/sq. ft.","7,565 - 8,840",7565.0,8840.0,8202.5,0%,"Rs.7,929 - 10,407","7,929 - 10,407",7929.0,10407.0,9168.0,112%,"Rs.15,943 - 18,600","15,943 - 18,600",15943.0,18600.0,17271.5,211%,"Rs.20,952 - 25,882","20,952 - 25,882",20952.0,25882.0,23417.0,285%,19.0525298,73.0735111
202,Kharvai,"Rs.3,102 - 3,740/sq. ft.","3,102 - 3,740",3102.0,3740.0,3421.0,9.59%,"Rs.2,805 - 3,272","2,805 - 3,272",2805.0,3272.0,3038.5,89%,,,,,,,,,,,,,,
203,Khatiwali,"Rs.2,805 - 3,315/sq. ft.","2,805 - 3,315",2805.0,3315.0,3060.0,,,,,,,,,,,,,,,,,,,,,
204,Khoni,"Rs.5,568 - 6,842/sq. ft.","5,568 - 6,842",5568.0,6842.0,6205.0,,,,,,,,,,,,,,,,,,,,,
205,Khopat,"Rs.10,880 - 12,580/sq. ft.","10,880 - 12,580",10880.0,12580.0,11730.0,8.66%,"Rs.14,864 - 16,402","14,864 - 16,402",14864.0,16402.0,15633.0,133%,"Rs.20,196 - 23,188","20,196 - 23,188",20196.0,23188.0,21692.0,185%,,,,,,,,
206,Khopoli,"Rs.3,230 - 3,528/sq. ft.","3,230 - 3,528",3230.0,3528.0,3379.0,3.9%,"Rs.4,437 - 5,423","4,437 - 5,423",4437.0,5423.0,4930.0,146%,,,,,,,,,,,,,18.787747,73.3438185
207,Kolshet Industrial Area,"Rs.8,458 - 9,860/sq. ft.","8,458 - 9,860",8458.0,9860.0,9159.0,0%,,,,,,,,,,,,,"Rs.18,360 - 22,440","18,360 - 22,440",18360.0,22440.0,20400.0,223%,,
208,Kolshet Road,"Rs.9,138 - 10,115/sq. ft.","9,138 - 10,115",9138.0,10115.0,9626.5,1.35%,"Rs.13,294 - 14,450","13,294 - 14,450",13294.0,14450.0,13872.0,144%,"Rs.16,779 - 17,578","16,779 - 17,578",16779.0,17578.0,17178.5,178%,"Rs.21,250 - 25,500","21,250 - 25,500",21250.0,25500.0,23375.0,243%,,
209,Kopara,"Rs.6,970 - 7,990/sq. ft.","6,970 - 7,990",6970.0,7990.0,7480.0,3.55%,,,,,,,"Rs.15,606 - 17,442","15,606 - 17,442",15606.0,17442.0,16524.0,221%,,,,,,,,
210,Kopargaon,"Rs.5,822 - 7,268/sq. ft.","5,822 - 7,268",5822.0,7268.0,6545.0,,,,,,,,,,,,,,,,,,,,,
211,Koperkhairane,"Rs.9,350 - 11,348/sq. ft.","9,350 - 11,348",9350.0,11348.0,10349.0,5.65%,"Rs.12,622 - 14,960","12,622 - 14,960",12622.0,14960.0,13791.0,133%,"Rs.20,188 - 24,225","20,188 - 24,225",20188.0,24225.0,22206.5,215%,,,,,,,19.1000811,72.9983561
212,Kopri,"Rs.10,072 - 11,560/sq. ft.","10,072 - 11,560",10072.0,11560.0,10816.0,1.21%,,,,,,,"Rs.22,610 - 24,225","22,610 - 24,225",22610.0,24225.0,23417.5,217%,,,,,,,19.0890741,73.0118496
213,Kulgaon,"Rs.2,805 - 3,612/sq. ft.","2,805 - 3,612",2805.0,3612.0,3208.5,,"Rs.3,570 - 4,080","3,570 - 4,080",3570.0,4080.0,3825.0,119%,,,,,,,,,,,,,,
214,Kurla (East),"Rs.11,942 - 14,068/sq. ft.","11,942 - 14,068",11942.0,14068.0,13005.0,1.62%,"Rs.19,516 - 21,896","19,516 - 21,896",19516.0,21896.0,20706.0,159%,"Rs.27,802 - 31,559","27,802 - 31,559",27802.0,31559.0,29680.5,228%,,,,,,,19.0628944,72.8825604
215,Kurla (west),"Rs.13,090 - 15,852/sq. ft.","13,090 - 15,852",13090.0,15852.0,14471.0,-1.42%,"Rs.20,318 - 23,786","20,318 - 23,786",20318.0,23786.0,22052.0,152%,"Rs.37,952 - 45,220","37,952 - 45,220",37952.0,45220.0,41586.0,287%,"Rs.54,770 - 61,476","54,770 - 61,476",54770.0,61476.0,58123.0,402%,19.0686026,72.876583
216,Kutak Bandhan,"Rs.7,012 - 7,905/sq. ft.","7,012 - 7,905",7012.0,7905.0,7458.5,2.31%,,,,,,,,,,,,,,,,,,,,
217,Lakshmiben Chedda Nagar,"Rs.4,462 - 5,015/sq. ft.","4,462 - 5,015",4462.0,5015.0,4738.5,-1.79%,,,,,,,,,,,,,,,,,,,,
218,Lalbaug,"Rs.24,395 - 32,470/sq. ft.","24,395 - 32,470",24395.0,32470.0,28432.5,,,,,,,,"Rs.63,580 - 67,320","63,580 - 67,320",63580.0,67320.0,65450.0,230%,"Rs.1,07,273 - 1,11,452","1,07,273 - 1,11,452",107273.0,111452.0,109362.5,385%,18.9914237,72.8364587
219,Laxmi Nagar,"Rs.12,240 - 12,920/sq. ft.","12,240 - 12,920",12240.0,12920.0,12580.0,-0.67%,,,,,,,,,,,,,,,,,,,19.0908037,72.9167981
220,LBS Marg,"Rs.14,068 - 16,150/sq. ft.","14,068 - 16,150",14068.0,16150.0,15109.0,1.09%,"Rs.21,930 - 23,970","21,930 - 23,970",21930.0,23970.0,22950.0,152%,"Rs.29,038 - 31,330","29,038 - 31,330",29038.0,31330.0,30184.0,200%,,,,,,,19.1781937,72.9446778
221,Liberty Garden,"Rs.14,152 - 17,085/sq. ft.","14,152 - 17,085",14152.0,17085.0,15618.5,,"Rs.16,150 - 18,700","16,150 - 18,700",16150.0,18700.0,17425.0,112%,,,,,,,,,,,,,19.1878315,72.8415338126399
222,Linking Road,"Rs.34,850 - 42,798/sq. ft.","34,850 - 42,798",34850.0,42798.0,38824.0,,,,,,,,,,,,,,,,,,,,19.0636842,72.8351267
223,Lokhandwala Kandivali East,"Rs.13,005 - 14,280/sq. ft.","13,005 - 14,280",13005.0,14280.0,13642.5,7.69%,"Rs.15,159 - 17,207","15,159 - 17,207",15159.0,17207.0,16183.0,119%,"Rs.24,216 - 26,559","24,216 - 26,559",24216.0,26559.0,25387.5,186%,"Rs.27,514 - 29,631","27,514 - 29,631",27514.0,29631.0,28572.5,209%,,
224,Louis Wadi,"Rs.11,942 - 13,600/sq. ft.","11,942 - 13,600",11942.0,13600.0,12771.0,1.74%,"Rs.13,570 - 17,510","13,570 - 17,510",13570.0,17510.0,15540.0,122%,,,,,,,,,,,,,19.1260048,72.8250522
225,Lower Parel,"Rs.26,392 - 31,918/sq. ft.","26,392 - 31,918",26392.0,31918.0,29155.0,-0.29%,"Rs.29,325 - 34,425","29,325 - 34,425",29325.0,34425.0,31875.0,109%,"Rs.71,536 - 89,420","71,536 - 89,420",71536.0,89420.0,80478.0,276%,"Rs.1,89,090 - 2,32,559","1,89,090 - 2,32,559",189090.0,232559.0,210824.5,723%,19.0029881,72.8303219
226,Lower Parel East,"Rs.21,845 - 22,950/sq. ft.","21,845 - 22,950",21845.0,22950.0,22397.5,,,,,,,,"Rs.63,240 - 77,520","63,240 - 77,520",63240.0,77520.0,70380.0,314%,,,,,,,19.0029881,72.8303219
227,Lower Parel West,"Rs.25,288 - 30,642/sq. ft.","25,288 - 30,642",25288.0,30642.0,27965.0,1.11%,"Rs.21,258 - 26,486","21,258 - 26,486",21258.0,26486.0,23872.0,85%,"Rs.71,400 - 79,900","71,400 - 79,900",71400.0,79900.0,75650.0,271%,"Rs.1,55,252 - 1,72,663","1,55,252 - 1,72,663",155252.0,172663.0,163957.5,586%,19.0029881,72.8303219
228,Madh,"Rs.14,748 - 17,298/sq. ft.","14,748 - 17,298",14748.0,17298.0,16023.0,,,,,,,,,,,,,,,,,,,,19.1375285,72.7918857
229,Mahakali Caves,"Rs.15,980 - 18,572/sq. ft.","15,980 - 18,572",15980.0,18572.0,17276.0,-9.09%,"Rs.25,727 - 27,984","25,727 - 27,984",25727.0,27984.0,26855.5,155%,"Rs.32,360 - 36,674","32,360 - 36,674",32360.0,36674.0,34517.0,200%,,,,,,,19.1306093,72.8738164518347
230,Mahalaxmi,"Rs.28,602 - 32,300/sq. ft.","28,602 - 32,300",28602.0,32300.0,30451.0,-1.67%,"Rs.35,764 - 42,916","35,764 - 42,916",35764.0,42916.0,39340.0,129%,"Rs.1,17,443 - 1,28,775","1,17,443 - 1,28,775",117443.0,128775.0,123109.0,404%,"Rs.1,72,380 - 1,95,585","1,72,380 - 1,95,585",172380.0,195585.0,183982.5,604%,18.9825159,72.8243136
231,Mahavir Nagar,"Rs.17,212 - 19,295/sq. ft.","17,212 - 19,295",17212.0,19295.0,18253.5,1.17%,"Rs.19,168 - 21,038","19,168 - 21,038",19168.0,21038.0,20103.0,110%,"Rs.28,530 - 31,791","28,530 - 31,791",28530.0,31791.0,30160.5,165%,,,,,,,19.2143002,72.8375468
232,Mahim (West),"Rs.27,242 - 32,130/sq. ft.","27,242 - 32,130",27242.0,32130.0,29686.0,3.08%,"Rs.32,725 - 35,700","32,725 - 35,700",32725.0,35700.0,34212.5,115%,"Rs.52,764 - 65,752","52,764 - 65,752",52764.0,65752.0,59258.0,200%,,,,,,,19.0423145,72.8398344
233,Majiwada,"Rs.9,052 - 10,540/sq. ft.","9,052 - 10,540",9052.0,10540.0,9796.0,1.34%,"Rs.13,426 - 16,906","13,426 - 16,906",13426.0,16906.0,15166.0,155%,"Rs.19,859 - 22,568","19,859 - 22,568",19859.0,22568.0,21213.5,217%,"Rs.25,585 - 29,423","25,585 - 29,423",25585.0,29423.0,27504.0,281%,,
234,Malabar Hill,"Rs.52,105 - 64,048/sq. ft.","52,105 - 64,048",52105.0,64048.0,58076.5,7.88%,"Rs.62,730 - 69,870","62,730 - 69,870",62730.0,69870.0,66300.0,114%,"Rs.1,22,400 - 1,53,000","1,22,400 - 1,53,000",122400.0,153000.0,137700.0,237%,"Rs.2,02,130 - 2,50,920","2,02,130 - 2,50,920",202130.0,250920.0,226525.0,390%,18.9581616,72.8033665
235,Malad (East),"Rs.13,430 - 15,852/sq. ft.","13,430 - 15,852",13430.0,15852.0,14641.0,-2.79%,"Rs.18,742 - 22,312","18,742 - 22,312",18742.0,22312.0,20527.0,140%,"Rs.32,776 - 36,873","32,776 - 36,873",32776.0,36873.0,34824.5,238%,"Rs.46,294 - 51,299","46,294 - 51,299",46294.0,51299.0,48796.5,333%,19.1860219,72.8563181
236,Malad (West),"Rs.13,472 - 16,618/sq. ft.","13,472 - 16,618",13472.0,16618.0,15045.0,1.45%,"Rs.17,404 - 21,420","17,404 - 21,420",17404.0,21420.0,19412.0,129%,"Rs.28,305 - 33,660","28,305 - 33,660",28305.0,33660.0,30982.5,206%,"Rs.41,703 - 49,188","41,703 - 49,188",41703.0,49188.0,45445.5,302%,19.1840129,72.8412155
237,Malvani,"Rs.7,905 - 10,200/sq. ft.","7,905 - 10,200",7905.0,10200.0,9052.5,11.28%,"Rs.13,780 - 17,225","13,780 - 17,225",13780.0,17225.0,15502.5,171%,"Rs.19,508 - 24,565","19,508 - 24,565",19508.0,24565.0,22036.5,243%,,,,,,,19.1982684,72.8093427
